endpoint,mode,metric,sigma,beta,bnn,null,delta
per_position_top3_recovery_mean,distance_weighted,spearman_rho,total,1.5,0.7133589918391111,0.7198627979264548,-0.006503806087343689
per_position_top3_recovery_mean,distance_weighted,spearman_rho,epi_ale,0.0,0.7124196780510181,0.7198627979264548,-0.007443119875436666
per_position_top3_recovery_mean,distance_weighted,spearman_rho,epi_only,0.5,0.6255558315430368,0.7198627979264548,-0.09430696638341796
per_position_top3_recovery_mean,formaldehyde,ndcg,total,0.0,0.9059871880312036,0.9059871880312036,0.0
per_position_top3_recovery_mean,formaldehyde,ndcg,epi_ale,0.0,0.9054663932955543,0.9059871880312036,-0.0005207947356492548
per_position_top3_recovery_mean,formaldehyde,ndcg,epi_only,0.0,0.9047625791456724,0.9059871880312036,-0.0012246088855312198
per_position_top3_recovery_mean,nearest,ndcg,total,0.0,0.7806369093070273,0.8063717547222073,-0.025734845415180008
per_position_top3_recovery_mean,nearest,ndcg,epi_ale,0.0,0.7806369093070273,0.8063717547222073,-0.025734845415180008
per_position_top3_recovery_mean,nearest,ndcg,epi_only,0.0,0.7804505145821854,0.8063717547222073,-0.02592124014002195
per_position_top3_recovery_mean,avg_all,ndcg,total,1.5,0.9426501660320442,0.9427119798414071,-6.181380936287617e-05
per_position_top3_recovery_mean,avg_all,ndcg,epi_ale,0.0,0.9426286847288402,0.9427119798414071,-8.329511256688349e-05
per_position_top3_recovery_mean,avg_all,ndcg,epi_only,0.0,0.9288620929446573,0.9427119798414071,-0.013849886896749819
per_position_top3_recovery_mean,distance_weighted,ndcg,total,1.5,0.9428230084922998,0.9425646397228137,0.0002583687694861503
per_position_top3_recovery_mean,distance_weighted,ndcg,epi_ale,0.0,0.9425280777635693,0.9425646397228137,-3.656195924439665e-05
per_position_top3_recovery_mean,distance_weighted,ndcg,epi_only,0.5,0.9142516969097901,0.9425646397228137,-0.028312942813023545
per_position_top3_recovery_mean,formaldehyde,top1_recovery,total,0.0,0.4,0.4,0.0
per_position_top3_recovery_mean,formaldehyde,top1_recovery,epi_ale,0.0,0.4,0.4,0.0
per_position_top3_recovery_mean,formaldehyde,top1_recovery,epi_only,0.0,0.4,0.4,0.0
per_position_top3_recovery_mean,nearest,top1_recovery,total,0.0,0.0,0.0,0.0
per_position_top3_recovery_mean,nearest,top1_recovery,epi_ale,0.0,0.0,0.0,0.0
per_position_top3_recovery_mean,nearest,top1_recovery,epi_only,0.0,0.0,0.0,0.0
per_position_top3_recovery_mean,avg_all,top1_recovery,total,1.5,0.5,0.5,0.0
per_position_top3_recovery_mean,avg_all,top1_recovery,epi_ale,0.0,0.5,0.5,0.0
per_position_top3_recovery_mean,avg_all,top1_recovery,epi_only,0.0,0.5,0.5,0.0
per_position_top3_recovery_mean,distance_weighted,top1_recovery,total,1.5,0.5,0.5,0.0
per_position_top3_recovery_mean,distance_weighted,top1_recovery,epi_ale,0.0,0.5,0.5,0.0
per_position_top3_recovery_mean,distance_weighted,top1_recovery,epi_only,0.5,0.5,0.5,0.0
per_position_top3_recovery_mean,formaldehyde,top3_recovery,total,0.0,0.5333333333333333,0.5333333333333333,0.0
per_position_top3_recovery_mean,formaldehyde,top3_recovery,epi_ale,0.0,0.5333333333333333,0.5333333333333333,0.0
per_position_top3_recovery_mean,formaldehyde,top3_recovery,epi_only,0.0,0.5333333333333333,0.5333333333333333,0.0
per_position_top3_recovery_mean,nearest,top3_recovery,total,0.0,0.27777777777777773,0.38888888888888884,-0.1111111111111111
per_position_top3_recovery_mean,nearest,top3_recovery,epi_ale,0.0,0.27777777777777773,0.38888888888888884,-0.1111111111111111
per_position_top3_recovery_mean,nearest,top3_recovery,epi_only,0.0,0.27777777777777773,0.38888888888888884,-0.1111111111111111
per_position_top3_recovery_mean,avg_all,top3_recovery,total,1.5,0.7777777777777777,0.7777777777777777,0.0
per_position_top3_recovery_mean,avg_all,top3_recovery,epi_ale,0.0,0.7777777777777777,0.7777777777777777,0.0
per_position_top3_recovery_mean,avg_all,top3_recovery,epi_only,0.0,0.7777777777777777,0.7777777777777777,0.0
per_position_top3_recovery_mean,distance_weighted,top3_recovery,total,1.5,0.7777777777777777,0.7777777777777777,0.0
per_position_top3_recovery_mean,distance_weighted,top3_recovery,epi_ale,0.0,0.7777777777777777,0.7777777777777777,0.0
per_position_top3_recovery_mean,distance_weighted,top3_recovery,epi_only,0.5,0.7222222222222222,0.7777777777777777,-0.05555555555555547
per_position_top3_recovery_mean,formaldehyde,top5_recovery,total,0.0,0.52,0.52,0.0
per_position_top3_recovery_mean,formaldehyde,top5_recovery,epi_ale,0.0,0.52,0.52,0.0
per_position_top3_recovery_mean,formaldehyde,top5_recovery,epi_only,0.0,0.52,0.52,0.0
per_position_top3_recovery_mean,nearest,top5_recovery,total,0.0,0.26666666666666666,0.30000000000000004,-0.03333333333333338
per_position_top3_recovery_mean,nearest,top5_recovery,epi_ale,0.0,0.26666666666666666,0.30000000000000004,-0.03333333333333338
per_position_top3_recovery_mean,nearest,top5_recovery,epi_only,0.0,0.26666666666666666,0.30000000000000004,-0.03333333333333338
per_position_top3_recovery_mean,avg_all,top5_recovery,total,1.5,0.6666666666666666,0.6333333333333333,0.033333333333333326
per_position_top3_recovery_mean,avg_all,top5_recovery,epi_ale,0.0,0.6333333333333333,0.6333333333333333,0.0
per_position_top3_recovery_mean,avg_all,top5_recovery,epi_only,0.0,0.5666666666666668,0.6333333333333333,-0.06666666666666654
per_position_top3_recovery_mean,distance_weighted,top5_recovery,total,1.5,0.6666666666666666,0.6333333333333333,0.033333333333333326
per_position_top3_recovery_mean,distance_weighted,top5_recovery,epi_ale,0.0,0.6333333333333333,0.6333333333333333,0.0
per_position_top3_recovery_mean,distance_weighted,top5_recovery,epi_only,0.5,0.5333333333333333,0.6333333333333333,-0.09999999999999998
per_position_top3_recovery_mean,formaldehyde,per_position_spearman_mean,total,0.0,0.5540951483740868,0.5540951483740868,0.0
per_position_top3_recovery_mean,formaldehyde,per_position_spearman_mean,epi_ale,0.0,0.5408777269918348,0.5540951483740868,-0.013217421382252015
per_position_top3_recovery_mean,formaldehyde,per_position_spearman_mean,epi_only,0.0,0.529987267935766,0.5540951483740868,-0.024107880438320795
per_position_top3_recovery_mean,nearest,per_position_spearman_mean,total,0.0,0.655179057505542,0.7455772708173333,-0.09039821331179132
per_position_top3_recovery_mean,nearest,per_position_spearman_mean,epi_ale,0.0,0.655179057505542,0.7455772708173333,-0.09039821331179132
per_position_top3_recovery_mean,nearest,per_position_spearman_mean,epi_only,0.0,0.6271017994356317,0.7455772708173333,-0.11847547138170156
per_position_top3_recovery_mean,avg_all,per_position_spearman_mean,total,1.5,0.6512956186653798,0.6674550547065513,-0.016159436041171538
per_position_top3_recovery_mean,avg_all,per_position_spearman_mean,epi_ale,0.0,0.6292791331169748,0.6674550547065513,-0.0381759215895765
per_position_top3_recovery_mean,avg_all,per_position_spearman_mean,epi_only,0.0,0.5879330009901261,0.6674550547065513,-0.07952205371642518
per_position_top3_recovery_mean,distance_weighted,per_position_spearman_mean,total,1.5,0.6515010870785055,0.6666453820371024,-0.015144294958596927
per_position_top3_recovery_mean,distance_weighted,per_position_spearman_mean,epi_ale,0.0,0.6298793973226595,0.6666453820371024,-0.03676598471444292
per_position_top3_recovery_mean,distance_weighted,per_position_spearman_mean,epi_only,0.5,0.5049464329408848,0.6666453820371024,-0.16169894909621763
per_position_top3_recovery_mean,formaldehyde,per_position_ndcg_mean,total,0.0,0.9217857637776643,0.9217857637776643,0.0
per_position_top3_recovery_mean,formaldehyde,per_position_ndcg_mean,epi_ale,0.0,0.9209609916855893,0.9217857637776643,-0.0008247720920749879
per_position_top3_recovery_mean,formaldehyde,per_position_ndcg_mean,epi_only,0.0,0.9149302392792688,0.9217857637776643,-0.006855524498395549
per_position_top3_recovery_mean,nearest,per_position_ndcg_mean,total,0.0,0.7880837826500845,0.7990898563105256,-0.011006073660441151
per_position_top3_recovery_mean,nearest,per_position_ndcg_mean,epi_ale,0.0,0.7880837826500845,0.7990898563105256,-0.011006073660441151
per_position_top3_recovery_mean,nearest,per_position_ndcg_mean,epi_only,0.0,0.7884321032064068,0.7990898563105256,-0.010657753104118872
per_position_top3_recovery_mean,avg_all,per_position_ndcg_mean,total,1.5,0.9655715358390659,0.9659171707845774,-0.0003456349455115415
per_position_top3_recovery_mean,avg_all,per_position_ndcg_mean,epi_ale,0.0,0.9654095480675452,0.9659171707845774,-0.0005076227170321967
per_position_top3_recovery_mean,avg_all,per_position_ndcg_mean,epi_only,0.0,0.9626496698462472,0.9659171707845774,-0.00326750093833017
per_position_top3_recovery_mean,distance_weighted,per_position_ndcg_mean,total,1.5,0.9655867117510328,0.9659725491825717,-0.0003858374315388602
per_position_top3_recovery_mean,distance_weighted,per_position_ndcg_mean,epi_ale,0.0,0.9650452444273724,0.9659725491825717,-0.0009273047551993097
per_position_top3_recovery_mean,distance_weighted,per_position_ndcg_mean,epi_only,0.5,0.9343889482712829,0.9659725491825717,-0.031583600911288756
per_position_top3_recovery_mean,formaldehyde,per_position_top1_recovery,total,0.0,0.5,0.5,0.0
per_position_top3_recovery_mean,formaldehyde,per_position_top1_recovery,epi_ale,0.0,0.5,0.5,0.0
per_position_top3_recovery_mean,formaldehyde,per_position_top1_recovery,epi_only,0.0,0.4600000000000001,0.5,-0.039999999999999925
per_position_top3_recovery_mean,nearest,per_position_top1_recovery,total,0.0,0.5499999999999999,0.6166666666666667,-0.06666666666666676
per_position_top3_recovery_mean,nearest,per_position_top1_recovery,epi_ale,0.0,0.5499999999999999,0.6166666666666667,-0.06666666666666676
per_position_top3_recovery_mean,nearest,per_position_top1_recovery,epi_only,0.0,0.5499999999999999,0.6166666666666667,-0.06666666666666676
per_position_top3_recovery_mean,avg_all,per_position_top1_recovery,total,1.5,0.6833333333333335,0.6833333333333335,0.0
per_position_top3_recovery_mean,avg_all,per_position_top1_recovery,epi_ale,0.0,0.6833333333333335,0.6833333333333335,0.0
per_position_top3_recovery_mean,avg_all,per_position_top1_recovery,epi_only,0.0,0.6666666666666666,0.6833333333333335,-0.01666666666666683
per_position_top3_recovery_mean,distance_weighted,per_position_top1_recovery,total,1.5,0.6833333333333335,0.6833333333333335,0.0
per_position_top3_recovery_mean,distance_weighted,per_position_top1_recovery,epi_ale,0.0,0.6833333333333335,0.6833333333333335,0.0
per_position_top3_recovery_mean,distance_weighted,per_position_top1_recovery,epi_only,0.5,0.5833333333333334,0.6833333333333335,-0.10000000000000009
per_position_top3_recovery_mean,formaldehyde,per_position_top3_recovery_mean,total,0.0,0.4999999999999999,0.4999999999999999,0.0
per_position_top3_recovery_mean,formaldehyde,per_position_top3_recovery_mean,epi_ale,0.0,0.5066666666666666,0.4999999999999999,0.00666666666666671
per_position_top3_recovery_mean,formaldehyde,per_position_top3_recovery_mean,epi_only,0.0,0.4999999999999999,0.4999999999999999,0.0
per_position_top3_recovery_mean,nearest,per_position_top3_recovery_mean,total,0.0,0.5444444444444443,0.6499999999999999,-0.10555555555555562
per_position_top3_recovery_mean,nearest,per_position_top3_recovery_mean,epi_ale,0.0,0.5444444444444443,0.6499999999999999,-0.10555555555555562
per_position_top3_recovery_mean,nearest,per_position_top3_recovery_mean,epi_only,0.0,0.5388888888888888,0.6499999999999999,-0.11111111111111116
per_position_top3_recovery_mean,avg_all,per_position_top3_recovery_mean,total,1.5,0.6055555555555555,0.6,0.005555555555555536
per_position_top3_recovery_mean,avg_all,per_position_top3_recovery_mean,epi_ale,0.0,0.5944444444444444,0.6,-0.005555555555555536
per_position_top3_recovery_mean,avg_all,per_position_top3_recovery_mean,epi_only,0.0,0.5499999999999999,0.6,-0.050000000000000044
per_position_top3_recovery_mean,distance_weighted,per_position_top3_recovery_mean,total,1.5,0.6055555555555555,0.5944444444444444,0.011111111111111072
per_position_top3_recovery_mean,distance_weighted,per_position_top3_recovery_mean,epi_ale,0.0,0.5944444444444444,0.5944444444444444,0.0
per_position_top3_recovery_mean,distance_weighted,per_position_top3_recovery_mean,epi_only,0.5,0.5055555555555554,0.5944444444444444,-0.08888888888888902
per_position_top3_recovery_mean,formaldehyde,per_position_top5_recovery_mean,total,0.0,0.524,0.524,0.0
per_position_top3_recovery_mean,formaldehyde,per_position_top5_recovery_mean,epi_ale,0.0,0.516,0.524,-0.008000000000000007
per_position_top3_recovery_mean,formaldehyde,per_position_top5_recovery_mean,epi_only,0.0,0.488,0.524,-0.03600000000000003
per_position_top3_recovery_mean,nearest,per_position_top5_recovery_mean,total,0.0,0.6166666666666667,0.7133333333333334,-0.09666666666666668
per_position_top3_recovery_mean,nearest,per_position_top5_recovery_mean,epi_ale,0.0,0.6166666666666667,0.7133333333333334,-0.09666666666666668
per_position_top3_recovery_mean,nearest,per_position_top5_recovery_mean,epi_only,0.0,0.6133333333333333,0.7133333333333334,-0.10000000000000009
per_position_top3_recovery_mean,avg_all,per_position_top5_recovery_mean,total,1.5,0.6133333333333333,0.6133333333333332,1.1102230246251565e-16
per_position_top3_recovery_mean,avg_all,per_position_top5_recovery_mean,epi_ale,0.0,0.59,0.6133333333333332,-0.023333333333333206
per_position_top3_recovery_mean,avg_all,per_position_top5_recovery_mean,epi_only,0.0,0.5599999999999999,0.6133333333333332,-0.05333333333333323
per_position_top3_recovery_mean,distance_weighted,per_position_top5_recovery_mean,total,1.5,0.6133333333333333,0.61,0.0033333333333332993
per_position_top3_recovery_mean,distance_weighted,per_position_top5_recovery_mean,epi_ale,0.0,0.5866666666666667,0.61,-0.023333333333333317
per_position_top3_recovery_mean,distance_weighted,per_position_top5_recovery_mean,epi_only,0.5,0.5066666666666667,0.61,-0.10333333333333328
